,id,sent_id,tokens
4104,ESUN011-PART014,0,ความ ต่าง ของ อาหาร เกาหลี และ อาหาร ญี่ปุ่น
4105,ESUN011-PART015,0,ประเทศ เกาหลี และ ประเทศ ญี่ปุ่น
4106,ESUN011-PART015,1,แม้ จะ มี ตำแหน่ง ที่ตั้ง ค่อนข้าง ใกล้เคียง กัน <sp> มี วัฒนธรรม ที่ มา จาก รากฐาน เดียวกัน <sp> และ ยัง มี ความ ใกล้ชิด ทาง เชื้อชาติ มาก
4107,ESUN011-PART015,2,แต่ อาหาร ของ ทั้ง สอง ชาติ ก็ มี ความ แตกต่าง กัน ไม่ ใช่ น้อย
4108,ESUN011-PART015,3,กล่าวคือ
4109,ESUN011-PART015,4,อาหาร เกาหลี จะ เน้น การ กิน ผัก สด มาก
4110,ESUN011-PART015,5,ทุก มื้อ จะ ต้อง มี ผัก สด
4111,ESUN011-PART015,6,และ ที่ ขาด ไม่ ได้ คือ กิมจิ หรือ ผัก ดอง ใน แบบ เกาหลี ที่ สามารถ เก็บ ทาน ได้ ตลอด ปี
4112,ESUN011-PART015,7,ส่วน อาหาร ญี่ปุ่น จะ เน้น ข้าว เป็น หลัก
4113,ESUN011-PART015,8,และ กับข้าว ส่วนมาก จะ ทำ มา จาก ผัก และ ปลา
4114,ESUN011-PART015,9,เนื่องด้วย สภาพ ภูมิประเทศ ที่ เอื้อ ต่อ การ ประมง
4115,ESUN011-PART015,10,นอกจากนี้ อาหาร เกาหลี จะ เน้น เรื่อง ความ เรียบง่าย
4116,ESUN011-PART015,11,มี เพียง ข้าว <sp> ซุป <sp> และ กิมจิ
4117,ESUN011-PART015,12,แค่นี้ ก็ สามารถ รับประทาน ได้ มื้อ หนึ่ง แล้ว
4118,ESUN011-PART015,13,ส่วน อาหาร ญี่ปุ่น จะ เน้น เรื่อง สุขภาพ
4119,ESUN011-PART015,14,เน้น กิน อาหาร ต้อง ฤดูกาล และ ท้องถิ่น
4120,ESUN011-PART015,15,พยายาม รักษา รสชาติ แท้ ๆ ของ วัตถุดิบ ไว้ ให้ มาก ที่สุด
4121,ESUN011-PART015,16,จึง สังเกต ได้ ว่า ชาว ญี่ปุ่น ใน อดีต มี สุขภาพ ดี มาก
4122,ESUN011-PART015,17,จน ได้ ชื่อ ว่า เป็น ชนชาติ ที่ มี คน อายุ ยืน ยาว ที่สุด ใน โลก
4123,ESUN011-PART016,0,การ อนุญาต ให้ มี บ่อน การ พนัน ที่ ถูก กฎหมาย ใน ประเทศ ไทย
4124,ESUN011-PART017,0,ดิฉัน ไม่ เห็นด้วย กับ การ อนุญาต ให้ มี บ่อน การ พนัน ที่ ถูก กฎหมาย ใน ประเทศ ไทย
4125,ESUN011-PART017,1,เนื่องจาก หาก มี การ ปล่อย ให้ มี การ เล่น การ พนัน ได้ อย่าง ถูกต้อง ตาม กฎหมาย ได้ นั้น
4126,ESUN011-PART017,2,จะ ทำให้ เกิด ปัญหา ต่างๆ ทาง สังคม ตาม มา อีก มากมาย
4127,ESUN011-PART017,3,อาทิ เช่น
4128,ESUN011-PART017,4,ความ ไม่ มั่นคง ทั้ง ทาง เศรษฐกิจ และ สังคม
4129,ESUN011-PART017,5,เพราะ วิถีชีวิต ของ คน ใน สังคม กับ การ เล่น พนัน นั้น ขึ้นอยู่กับ ความ ไม่ แน่นอน
4130,ESUN011-PART017,6,เป็น ชีวิต ที่ ขึ้นอยู่กับ ความ เสี่ยง ตลอด เวลา
4131,ESUN011-PART017,7,ทั้งยัง ส่งผล กระทบ ถึง ครอบครัว อีก ด้วย
4132,ESUN011-PART017,8,จะ ทำให้ ครอบครัว นั้น ประสบ แต่ ปัญหา ใน การ ใช้ ชีวิต
4133,ESUN011-PART017,9,ไม่ มี ความ สงบ สุข
4134,ESUN011-PART017,10,และ ที่สำคัญ ถ้าหาก ปล่อย ให้ มี สถาน การ พนัน ที่ ถูก กฎหมาย ขึ้น ใน ประเทศ ได้ นั้น
4135,ESUN011-PART017,11,อาจ จะ มี การ นำ เงิน ที่ ได้ มา จาก การ ทุจริต หรือ เงิน ที่ ได้ มา โดย ไม่ ชอบ ด้วย กฎหมาย นั้น มา ฟอก
4136,ESUN011-PART017,12,และ ส่งผล ให้ การ ตรวจ เงิน ดังกล่าว นั้น เป็น ไป ได้ ยาก ขึ้น
4137,ESUN011-PART017,13,และ อาจ เป็น อุปสรรค สำคัญ ที่ จะ ทำให้ เกิด ปัญหา อื่น ๆ
4138,ESUN011-PART017,14,ตาม มา อีก ด้วย
4139,ESUN011-PART017,15,อาทิ เช่น
4140,ESUN011-PART017,16,ปัญหา อาชญากรรม <sp> ยาเสพย์ติด <sp> โสเภณี <sp> และ การ มั่วสุม มอมเมา เยาวชน
4141,ESUN011-PART017,17,สร้าง ปัญหา ใน ครอบครัว ตัวเอง
4142,ESUN011-PART017,18,อย่าง ปัญหา เรื่อง เยาวชน นั้น
4143,ESUN011-PART017,19,สถาน การ พนัน ก็ เป็น เรื่อง ที่ น่า เป็นห่วง อีก เช่นกัน
4144,ESUN011-PART017,20,เยาวชน ของ ประเทศชาติ นั้น จะ ได้รับ ผลกระทบ ต่อ การ มี สถาน การ พนัน เพียงใด
4145,ESUN011-PART017,21,ถ้า มี สถาน การ พนัน แล้ว อะไร จะ เกิด ขึ้น
4146,ESUN011-PART017,22,อย่าง สถาน บันเทิง ต่างๆ <sp> ที่ ห้าม ไม่ ให้ เด็ก อายุ ต่ำ กว่า <sp> ๑๘ <sp> ปี เข้า ไป
4147,ESUN011-PART017,23,ยัง ไม่ สามารถ ควบคุม ได้ เลย
4148,ESUN011-PART017,24,ถ้า เปิด สถาน การ พนัน ถูก กฎหมาย ขึ้น จริง นั้น คง จะ เป็น ไป ได้ ยาก ที่ จะ สามารถ ควบคุม ได้
4149,ESUN011-PART018,0,แม้ ประเทศ เรา มี ปัญหา เรื่อง เศรษฐกิจ ก็ จริง
4150,ESUN011-PART018,1,แต่ การ ผลักดัน ให้ เปิด สถาน การ พนัน ที่ ถูก กฎหมาย ขึ้น มา นั้น เป็น หนทาง แห่ง การ แก้ไข ปัญหา ของ เศรษฐกิจ ใน ประเทศ ได้ อย่าง ถูกต้อง และ มี ประสิทธิภาพ และ ประสิทธิผล แล้ว หรือ
4151,ESUN011-PART018,2,คุณภาพ ของ คน ใน สังคม ถือ เป็น หัวใจ สำคัญ ใน การ พัฒนา และ แก้ไข เศรษฐกิจ ประเทศชาติ ได้ อย่าง ยั่งยืน มาก กว่า
4152,ESUN011-PART018,3,หาก มอง ใน ระยะ ยาว แล้ว นั้น
4153,ESUN011-PART018,4,ธุรกิจ การ พนัน มี แต่ จะ ก่อ ปัญหา ให้ แก่ สังคม
4154,ESUN011-PART018,5,ซึ่ง ยาก ต่อ การ เยียวยา แก้ไข และ สูญเสีย เงิน ไป กับ การ ตาม แก้ ปัญหา
4155,ESUN011-PART018,6,ส่วนใหญ่ ก็ เป็น ปัญหา ที่ สามารถ ป้องกัน ได้ ทั้งนั้น
4156,ESUN011-PART018,7,แต่ เรา ก็ ละเลย ให้ สิ่ง ที่ ไม่ ดีงาม นั้น เข้า ครอบงำ สังคม ทำให้ สังคม เสื่อมโทรม
4157,ESUN011-PART019,0,เรื่อง นี้ เป็น เรื่อง ที่ ทุก คน ใน สังคม ต้อง ช่วย กัน ดูแล
4158,ESUN011-PART019,1,เรา มี หน้าที่ ที่ จะ ต้อง รักษา สังคม ที่ ดีงาม ไว้ ให้ แก่ คน รุ่น หลัง
4159,ESUN011-PART019,2,ถ้าหาก เรา ยอมรับ สิ่ง ที่ จะ ทำให้ เกิด โทษ ใน ระยะ ยาว เข้า มา ใน สังคม และ ยัง สร้าง ความ ชอบธรรม โดย ทำให้ เป็น เรื่อง ที่ ถูก กฎหมาย ต่อ สังคม แล้ว
4160,ESUN011-PART019,3,สังคม ย่อม เลวร้าย ลง กว่า เดิม อย่าง แน่นอน
4161,ESUN011-PART019,4,เรา ต้อง ถาม ตัวเอง ว่า
4162,ESUN011-PART019,5,เรา อยาก ได้ สังคม แบบ ไหน
4163,ESUN011-PART019,6,พอใจ และ ต้องการ ให้ การ พัฒนา สังคม ใน ระยะ ยาว ของ เรา เป็น ไป ใน ทิศทาง ใด
4164,ESUN011-PART020,0,มอง ผ่าน ลู่ วิ่ง
4165,ESUN011-PART021,0,ชีวิต ทุก ชีวิต ที่ กำลัง ดำเนิน ไป ใน โลก ยุค ปัจจุบัน
4166,ESUN011-PART021,1,ต้อง ฝ่าฟัน อุปสรรค มากมาย ตั้งแต่ เด็ก จน โต
4167,ESUN011-PART021,2,ตั้งแต่ เริ่ม ลืมตา ดู โลก จนถึง วัน ที่ หมด ลมหายใจ
4168,ESUN011-PART021,3,ต้อง อยู่ ใน ลู่ วิ่ง ที่ เต็ม ไป ด้วย การ แข่งขัน ตลอด เวลา
4169,ESUN011-PART021,4,แม้ จะ รู้สึก ว่า เรา กำลัง อยู่ ใน ตำแหน่ง นำ หน้า ผู้คน มากมาย
4170,ESUN011-PART021,5,แต่ อย่า ลืม ว่า หน้า เรา ก็ ยัง มี ผู้คน อีก นับ ไม่ ถ้วน เช่นกัน
4171,ESUN011-PART021,6,และ ตำแหน่ง ที่ เรา อยู่ ก็ ไม่ ได้ คงทน ถาวร อย่าง นี้ ตลอด
4172,ESUN011-PART021,7,ทุก ช่วง ของ การ เดินทาง จะ ต้อง มี การ เปลี่ยนแปลง
4173,ESUN011-PART021,8,ใน บาง ครั้ง ก็ อาจ จะ รู้สึก เหนื่อย และ ท้อแท้ จน เดิน ต่อไป ไม่ ไหว
4174,ESUN011-PART021,9,จง อย่า ลืม ว่า
4175,ESUN011-PART021,10,ชีวิต จริง ไม่ ได้ มี แค่ ลู่ วิ่ง
4176,ESUN011-PART021,11,แต่ ยัง มี มิติ อื่น อีก มากมาย
4177,ESUN011-PART021,12,แม้ เรา จะ วิ่ง ได้ ไม่ เร็ว เท่า คน อื่น
4178,ESUN011-PART021,13,แต่ เรา ก็ อาจ จะ สามารถ กระโดด ได้ ไกล กว่า ใคร ๆ
4179,ESUN011-PART021,14,หรือ คน อื่น ที่ เรา เห็น ว่า อยู่ หลัง เรา ไป ไกล
4180,ESUN011-PART021,15,เขา อาจ จะ สามารถ ขว้าง จักร ได้ ไกล กว่า เรา หลาย เท่าตัว
4181,ESUN011-PART022,0,ตั้งแต่ เริ่ม ลืมตา ดู โลก
4182,ESUN011-PART022,1,เด็ก ทุก คน ก็ ได้ เข้าสู่ สนาม แห่ง การ แข่งขัน แล้ว
4183,ESUN011-PART022,2,แม้ จะ เป็น เรื่อง เล็กน้อย
4184,ESUN011-PART022,3,อย่าง เรื่อง ความ น่ารัก
4185,ESUN011-PART022,4,ที่ ผู้ใหญ่ พยายาม จะ เอา มา ตัดสิน หรือ ใส่ ความ ไม่ เท่าเทียม กัน ให้ เด็ก โดย ไม่ ได้ ตั้งใจ
4186,ESUN011-PART022,5,เมื่อ โต ขึ้น มา หน่อย
4187,ESUN011-PART022,6,เด็ก ตัว เล็ก ก็ มัก จะ เคารพ และ ชื่นชม เด็ก ที่ ตัว โต กว่า
4188,ESUN011-PART022,7,เมื่อ โต ขึ้น เรื่อย ๆ
4189,ESUN011-PART022,8,เรา ก็ จะ เห็น ความ แตกต่าง ที่ เด่นชัด มาก ขึ้น
4190,ESUN011-PART022,9,เพราะ สนาม แห่ง ความ แข่งขัน ขยาย ใหญ่ ขึ้น
4191,ESUN011-PART022,10,มี ผู้ ร่วม แข่งขัน ที่ เก่ง ขึ้น และ มี จำนวน มาก ขึ้น เรื่อย ๆ
4192,ESUN011-PART022,11,ความ ไม่ เท่าเทียม กัน ดูเหมือน จะ เป็น สิ่ง ที่ โหดร้าย
4193,ESUN011-PART022,12,แต่ ชีวิต เรา ก็ ยัง มี คำ ว่า น้ำใจ เข้า มา สร้าง สมดุล
4194,ESUN011-PART022,13,บาง ครั้ง เรา อาจ รู้สึก ว่า คน ที่ วิ่ง อยู่ ด้าน หลัง เรา
4195,ESUN011-PART022,14,เขา ไม่ ได้ มี ค่า อะไร กับ เรา เลย
4196,ESUN011-PART022,15,คน ที่ <sp> ยู่ ด้าน หน้า ยัง สามารถ ช่วย แนะนำ เรา ได้
4197,ESUN011-PART022,16,ช่วย ให้ เรา วิ่ง เร็ว ขึ้น ได้
4198,ESUN011-PART022,17,แต่ คน ด้าน หลัง คง ทำ ได้ แค่ วิ่ง ตาม หลัง
4199,ESUN011-PART022,18,แต่ หาก วัน ใด ที่ เรา ล้ม ลง
4200,ESUN011-PART022,19,คน ที่ เห็น เรา เป็น คน แรก ก็คือ คน ที่ อยู่ หลัง เรา
4201,ESUN011-PART022,20,และ การ ที่ เรา รู้สึก ว่า เรา มี ความสามารถ
4202,ESUN011-PART022,21,ก็ เป็น เพราะ การ มี อยู่ ของ คน อื่น ที่ มี ความสามารถ น้อย กว่า เรา
4203,ESUN011-PART022,22,อีกทั้ง วัน หนึ่ง คน ที่ เรา เคย มอง ว่า อยู่ ด้าน หลัง
4204,ESUN011-PART022,23,เขา อาจ จะ กลาย มา เป็น คน ที่ อยู่ ด้าน หน้า ก็ได้
4205,ESUN011-PART022,24,นอกจากนี้ ลู่ วิ่ง ก็ เป็น เพียง เรื่อง ที่ เรา กำลัง สนใจ อยู่ ในขณะนี้
4206,ESUN011-PART022,25,ใน ชีวิต จริง ไม่ ได้ มี แค่ ลู่ วิ่ง อย่าง ที่ ได้ กล่าว ไป ข้างต้น
4207,ESUN011-PART022,26,คนเรา ทุก คน มี ความสามารถ ที่ แตกต่าง กัน เป็น ธรรมดา
4208,ESUN011-PART022,27,เพราะฉะนั้น เรา จึง ควร ช่วยเหลือ ซึ่งกันและกัน
4209,ESUN011-PART022,28,ทั้ง กับ คน ที่ ดี กว่า เรา และ ด้อย กว่า เรา
4210,ESUN011-PART022,29,ทุก ๆ น้ำใจ ที่ เรา ได้ ให้ ไป
4211,ESUN011-PART022,30,มี ความหมาย กับ ผู้ ที่ ได้รับ เสมอ
4212,ESUN011-PART022,31,อย่างน้อย ก็ เกิด ความรู้สึก ที่ ดี ต่อ กัน ทั้ง ผู้ ให้ และ ผู้ รับ
4213,ESUN011-PART022,32,วัน หนึ่ง คน ที่ เรา มอง ว่า ด้อย กว่า เรา อาจ จะ สามารถ ช่วยเหลือ เรา ใน เรื่อง ที่ เรา ไม่ รู้ จะ หา ทางออก อย่างไร ก็ได้
4214,ESUN011-PART022,33,เหมือน ดั่ง นิทาน เรื่อง ราชสีห์ กับ หนู
4215,ESUN011-PART022,34,หาก ราชสีห์ ไม่ ได้ ปล่อย หนู ตัว นั้น ไป ใน วัน นั้น
4216,ESUN011-PART022,35,ราชสีห์ ก็ คง ถูก นายพราน จับ ไป
4217,ESUN011-PART022,36,หนู ที่ ดูเหมือน จะ ไม่ สามารถ สร้าง ประโยชน์ อะไร ได้ เลย แก่ ราชสีห์
4218,ESUN011-PART022,37,แม้แต่ จะ กิน ก็ ยัง ไม่ อิ่ม ท้อง
4219,ESUN011-PART022,38,แต่ หนู ก็ สามารถ ช่วย ให้ ราชสีห์ มี ชีวิต รอด จาก นายพราน ได้
4220,ESUN011-PART023,0,โลก ของ เรา ใน ปัจจุบัน นี้ แม้ จะ เต็ม ไป ด้วย การ ตัดสิน
4221,ESUN011-PART023,1,ความ ไม่ เท่าเทียม กัน
4222,ESUN011-PART023,2,แต่ โลก ก็ ยังคง ดำรง อยู่ ได้
4223,ESUN011-PART023,3,เพราะ ยัง มี ความ รัก <sp> การ ช่วยเหลือ เกื้อกูล <sp> และ น้ำใจ ระหว่าง เพื่อน มนุษย์ ด้วยกัน เอง
4224,ESUN011-PART023,4,ดังนั้น เรา จึง ควร ช่วยเหลือ คน รอบ ตัว ตาม โอกาส ที่ ช่วยเหลือ ได้
4225,ESUN011-PART023,5,โดย ไม่ ลืม ที่ จะ ตอบแทน บุญคุณ ของ ผู้ ที่ เคย ช่วยเหลือ เรา
4226,ESUN016-PART001,0,น.ส. ปวีณ์นุช <sp> ยอดปรีชาวิจิตร
4227,ESUN016-PART002,0,ประสบการณ์ ผ่าน วิกฤติ มหาอุทกภัย
4228,ESUN016-PART003,0,ใน เหตุการณ์ น้ำท่วม ที่ ผ่าน มา
4229,ESUN016-PART003,1,ข่าวสาร ที่ ได้รับ ทั้ง จาก ทาง โทรทัศน์ <sp> หนังสือพิมพ์ <sp> และ ผ่าน สื่อ อินเตอร์เน็ต จำนวน มาก
4230,ESUN016-PART003,2,ซึ่ง ต่าง ก็ หลั่งไหล เข้า มา ถึง ประชาชน โดย ไม่ มี การ กลั่นกรอง
4231,ESUN016-PART003,3,ด้วยเหตุนี้ เอง จึง ทำให้ สถานการณ์ ก่อน น้ำท่วม ของ ผู้ รับ สาร นั้น ย่ำแย่
4232,ESUN016-PART003,4,เนื่องมาจาก การ เตรียมตัว ที่ สับสน
4233,ESUN016-PART003,5,ยก ตัวอย่าง เช่น ผู้คน ใน กรุงเทพมหานคร ซึ่ง มัก จะ ถูก พูดถึง มาก ใน ข่าว
4234,ESUN016-PART003,6,ก็ เกิด อาการ ตระหนก เกิน กว่า เหตุ
4235,ESUN016-PART003,7,ทว่า ประชาชน ใน ต่างจังหวัด ซึ่ง ไม่ ได้ ถูก นำ เสนอ ใน ข่าว
4236,ESUN016-PART003,8,จึง ไม่ ได้ เตรียมตัว ทั้งที่ มี อัตรา ความ เสี่ยง มาก กว่า หลาย เท่าตัว
4237,ESUN016-PART004,0,เมื่อ น้ำ มา ถึง
4238,ESUN016-PART004,1,ประชาชน ใน ต่างจังหวัด ซึ่ง ไม่ ได้รับ ข่าวสาร อย่าง ถูกต้อง จึง ได้รับ ความเสียหาย อย่าง มาก
4239,ESUN016-PART004,2,ดัง คำพูด ที่ ว่า
4240,ESUN016-PART004,3,""" ใน ข่าว บอก ว่า ท่วม แค่ เข่า"
4241,ESUN016-PART004,4,"แต่ ความจริง ท่วม มิด หัว """
4242,ESUN016-PART004,5,ประชาชน บาง ส่วน ที่ อพยพ ทัน
4243,ESUN016-PART004,6,สามารถ อพยพ ไป ได้ ด้วย รถ ของ ทหาร <sp> เรือหางยาว <sp> หรือ รถ ขับเคลื่อน สี่ ล้อ
4244,ESUN016-PART004,7,ด้วย ความ ที่ การ ดำเนินงาน ของ รัฐบาล ค่อนข้าง ที่ บริเวณ จำกัด มาก
4245,ESUN016-PART004,8,ทำให้ น้ำ ใน แต่ละ ที่ ลด ลง ไม่ พร้อม กัน
4246,ESUN016-PART004,9,และ ส่งผล ต่อไป ถึง การ ที่ บาง พื้นที่ ถูก น้ำท่วม เป็น เวลา ยาวนาน
4247,ESUN016-PART004,10,ก่อให้เกิด สภาวะ ซึ่ง ผู้อพยพ ไม่ สามารถ กลับบ้าน ได้
4248,ESUN016-PART004,11,เกิด เป็น ความเครียด <sp> และ ความ วิตกกังวล ทาง จิต ตาม มา
4249,ESUN016-PART005,0,ต่อมา
4250,ESUN016-PART005,1,เมื่อ กลับ มา ถึง บ้าน จริง
4251,ESUN016-PART005,2,สภาพ บ้าน ที่ เห็น ด้วย ตา กลับ มี สภาพ ย่ำแย่ กว่า ใน ข่าว มาก นัก
4252,ESUN016-PART005,3,รัฐบาล เอง ก็ มี นโยบาย ช่วยเหลือ ที่ ไม่ เป็น รูปธรรม
4253,ESUN016-PART005,4,ทำให้ ประชาชน ไม่ มี ที่พึ่ง
4254,ESUN016-PART005,5,ส่งผล ให้ เกิด ภาวะ ความเครียด
4255,ESUN016-PART005,6,อีกทั้ง ยัง มี การ ว่างงาน ที่ เกิด มา จาก การ หยุด ทำงาน ยาว อีก ด้วย
4256,ESUN016-PART005,7,ด้วยเหตุนี้ จึง ทำให้ สถานการณ์ หลัง น้ำท่วม ของ ประชาชน ชาว ไทย ย่ำแย่
4257,ESUN016-PART005,8,และ ไม่ มี ทีท่า ว่า จะ ดี ขึ้น
4258,ESUN016-PART005,9,โดยเฉพาะ ใน กลุ่ม คน ระดับ ล่าง ถึง กลาง
4259,ESUN016-PART005,10,ก่อให้เกิด อัตรา อาชญากรรม ตาม มา อย่าง หลีกเลี่ยง ไม่ ได้
4260,ESUN016-PART006,0,ความเชื่อ เรื่อง สิ่ง เหนือ ธรรมชาติ ใน สังคม ไทย ล้วน เป็น คำ สอน ของ บรรพบุรุษ ไทย
4261,ESUN016-PART007,0,ความเชื่อ เรื่อง สิ่ง เหนือ ธรรมชาติ
4262,ESUN016-PART007,1,เมื่อ พูด ไป ก็ อยู่ กับ เรา ชาว ไทย มา เนิ่นนาน แล้ว
4263,ESUN016-PART007,2,ตั้งแต่ สมัย บรรพบุรุษ ของ เรา แล้ว กระมัง
4264,ESUN016-PART007,3,โดยที่ พวกเรา เหล่า คน รุ่น หลัง ก็ ซึมซับ มา โดย ไม่ รู้ตัว <sp> ผ่าน ทาง การ บอกเล่า ของ คุณปู่ คุณย่า ก็ดี
4265,ESUN016-PART007,4,ใน นิทาน ที่ อ่าน ก่อน นอน ก็ดี
4266,ESUN016-PART007,5,หรือ กระทั่ง ใน ละคร ทีวี ต่างๆ ก็ มี ให้ เห็น
4267,ESUN016-PART007,6,ยก ตัวอย่าง เช่น
4268,ESUN016-PART007,7,ความเชื่อ ที่ ว่า กระสือ และ กระหัง จะ ออก หากิน เวลา กลางคืน
4269,ESUN016-PART007,8,เมื่อ คุณปู่ คุณย่า เล่า แล้วก็ <sp> ก็ จะ เตือน หลาน ๆ ว่า อย่า ออก ไป ใน กลางค่ำ กลางคืน คน เดียว นะ
4270,ESUN016-PART007,9,เพราะ ตับ เด็ก นี่ เป็น ของ โปรด ของ เจ้า กระสือ เลย
4271,ESUN016-PART007,10,ทีนี้ ถึง ตอน กลางคืน
4272,ESUN016-PART007,11,เด็ก ๆ จะ รู้สึก ปวดท้อง อยาก เข้า ห้องน้ำ มาก แค่ไหน
4273,ESUN016-PART007,12,ส่วนใหญ่ แล้ว ก็ จะ อดทน อดกลั้น ไว้ ให้ ถึง เช้า
4274,ESUN016-PART007,13,เพราะ กลัว ว่า จะ โดน กระสือ จับ กิน ตับ
4275,ESUN016-PART008,0,ทว่า ความจริง แล้ว
4276,ESUN016-PART008,1,ถ้า เรา มา นั่ง คิด กัน ตาม หลัก ความเป็นจริง
4277,ESUN016-PART008,2,เรื่องราว ความเชื่อ ทั้งหลาย ที่ บรรพบุรุษ ของ เรา เล่า ต่อ ๆ กัน มา นั้น
4278,ESUN016-PART008,3,ต่าง มี จุด เชื่อมโยง อัน เดียวกัน
4279,ESUN016-PART008,4,คือ เรื่อง เล่า ทุก เรื่อง <sp> จะ ทำให้ เด็ก ตัว เล็ก ๆ เชื่อฟัง อย่าง น่า แปลก
4280,ESUN016-PART008,5,เนื่องมาจาก ความ ใส ซื่อ ของ เด็ก
4281,ESUN016-PART008,6,เมื่อ ใคร พูด อะไร ออก ไป
4282,ESUN016-PART008,7,พวกเขา ก็ จะ เชื่อ ตาม นั้น
4283,ESUN016-PART008,8,โดยเฉพาะ เรื่อง เหนือ ธรรมชาติ
4284,ESUN016-PART008,9,ที่ เด็ก ๆ จะ เชื่อ เป็น พิเศษ
4285,ESUN016-PART008,10,กลัว เกรง เสีย ยิ่งกว่า บุพการี ด้วยซ้ำ
4286,ESUN016-PART008,11,และ นี่ ก็ เป็น อีก ปัจจัย หนึ่ง ซึ่ง ทำให้ บรรพบุรุษ ของ เรา เลือก ใช้ วิธีการ เชิญ นี้ ใน การ ควบคุม ความ ประพฤติ ของ คน รุ่น ต่อๆมา ให้ อยู่ ใน กรอบ ศีลธรรม อัน ดี ของ ไทย
4287,ESUN016-PART008,12,เพราะ
4288,ESUN016-PART008,13,การ ที่ เรา เคารพ ต่อ สิ่ง ศักดิ์สิทธิ์
4289,ESUN016-PART008,14,พระภูมิ เจ้าที่
4290,ESUN016-PART008,15,ก็ จะ ทำให้ เรา รู้จัก เป็น คน นอบน้อม <sp> ไปลามาไหว้
4291,ESUN016-PART008,16,การ ที่ เชื่อ ว่า วิญญาณ ของ ผู้ตาย อาจ อยู่ ที่ ใด ก็ได้ <sp> อาจ กลับ มา หา ผู้ ที่ ตัวเอง ยัง มี ห่วง อยู่
4292,ESUN016-PART008,17,ก็ จะ ทำให้ เรา รู้จัก เคารพ ผู้หลักผู้ใหญ่
4293,ESUN016-PART008,18,ไม่ พูดจา ว่า ร้าย ใคร ลับหลัง
4294,ESUN016-PART008,19,เพราะ คิด ว่า ตัวเอง อาจ ไม่ ได้ อยู่ คน เดียว ก็ เป็นได้
4295,ESUN016-PART008,20,อย่าง เรื่อง กระสือ
4296,ESUN016-PART008,21,กระหัง
4297,ESUN016-PART008,22,ที่ ได้ ยก ตัวอย่าง ไป ก่อนหน้านี้ ก็ เช่นกัน
4298,ESUN016-PART008,23,สมัยก่อน นั้น ห้องน้ำ มัก จะ ไม่ อยู่ บน บ้าน
4299,ESUN016-PART008,24,ห้องน้ำ จะ อยู่ เยื้อง ออก ไป ใน สวน
4300,ESUN016-PART008,25,ซึ่ง การ จะ ให้ เด็ก ๆ ออก ไป เข้า ข้างนอก ตอน กลางค่ำ กลางคืน ก็ อันตราย
4301,ESUN016-PART008,26,เดี๋ยว พวก สัตว์ ร้าย จะ มา ทำ อันตราย เอา ได้
4302,ESUN016-PART008,27,พอ มา ทำ เป็น เรื่อง เล่า เช่นนี้
4303,ESUN016-PART008,28,เด็ก ๆ ก็ จะ ได้ รู้จัก เชื่อฟัง <sp> และ ทำ ตาม อย่าง ขัด ไม่ ได้
4304,ESUN016-PART008,29,และ นั่น ก็ เป็น กุศโลบาย ที่ ได้ ผล อย่าง มาก
4305,ESUN016-PART008,30,แสดง ให้ เห็น ถึง อัจฉริยภาพ ของ คน ไทย ใน สมัย โบราณ
4306,ESUN016-PART009,0,ยิ่ง ใน ปัจจุบัน เด็ก รุ่น ใหม่ ยิ่ง ทวี ความ เชื่อมั่น ใน ตัวเอง
4307,ESUN016-PART009,1,นำ เอา วัฒนธรรม ต่างชาติ มา ประยุกต์ ใช้ โดย ไม่ ได้ ศึกษา ให้ ถี่ถ้วน
4308,ESUN016-PART009,2,จึง จะ มี แนวคิด ว่า ผู้ใหญ่ เป็น พวก หัวโบราณ <sp> คร่ำครึ
4309,ESUN016-PART009,3,ซึ่ง แน่นอน
4310,ESUN016-PART009,4,ว่า หาก ไป ตักเตือน เด็ก ๆ ด้วย เหตุผล
4311,ESUN016-PART009,5,พวกเขา ก็ มัก จะ หา ข้อโต้แย้ง มา ได้ เสมอ
4312,ESUN016-PART009,6,ทว่า หาก เมื่อใด เรา ยก เรื่อง ความเชื่อ ใน สิ่ง เหนือ ธรรมชาติ เหล่านี้ มา
4313,ESUN016-PART009,7,ยังไง พวกเขา ก็ จะ มี ความ เกรงกลัว เหลือ อยู่ บ้าง
4314,ESUN016-PART009,8,และ ด้วยเหตุนี้ เอง
4315,ESUN016-PART009,9,ความเชื่อ เรื่อง สิ่ง เหนือ ธรรมชาติ จึง เป็น วิธีการ สั่งสอน ชน รุ่น หลัง ได้ อย่าง เยี่ยมยอด
4316,ESUN016-PART009,10,ควร ค่า แก่ การ ถ่ายทอด ต่อไป ยัง คน ไทย รุ่น ต่อ รุ่น
4317,ESUN016-PART009,11,ชั่ว กาลนาน
4318,ESUN016-PART010,0,ท่ามกลาง ซากปรักหักพัง และ ควัน ไฟ ซึ่ง ยังคง ตลบ อบอวล ไป ทั่ว
4319,ESUN016-PART010,1,หญิง สาว ชาว ญี่ปุ่น ผู้ นั้น ได้แต่ นั่ง กอด เข่า ร่ำไห้ กับ ความ สูญเสีย ที่ ไม่ อาจ หวน กลับ
4320,ESUN016-PART010,2,รอบ ข้าง ของ เธอ ซึ่ง เคย เป็น บ้านเรือน
4321,ESUN016-PART010,3,เคย มี ผู้คน มากมาย
